Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en España;2025M01;70.464
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2026M04;91.859
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2026M03;63.993
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2026M02;43.656
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2026M01;35.227
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M12;39.636
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M11;53.566
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M10;118.085
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M09;107.580
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M08;87.216
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M07;92.404
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M06;102.462
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M05;106.621
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M04;93.406
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M03;57.974
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M02;40.609
Total Nacional;01 Andalucía;11 Cádiz;Viajero;Total;Residentes en el Extranjero;2025M01;36.371
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2026M04;705.239
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2026M03;438.778
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2026M02;308.644
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2026M01;253.597
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M12;286.419
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M11;372.704
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M10;823.552
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M09;1.046.929
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M08;1.395.922
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M07;1.285.232
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M06;1.032.410
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M05;884.462
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M04;682.736
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M03;387.926
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M02;289.550
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;;2025M01;245.841
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2026M04;409.766
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2026M03;221.899
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2026M02;195.484
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2026M01;149.035
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M12;191.686
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M11;211.342
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M10;366.178
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M09;611.358
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M08;1.078.753
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M07;949.021
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M06;641.944
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M05;491.618
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M04;386.004
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M03;204.064
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M02;164.808
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en España;2025M01;146.569
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;295.473
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;216.879
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;113.160
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;104.562
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;94.733
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;161.362
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;457.373
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;435.571
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;317.169
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;336.211
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;390.466
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;392.844
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;296.732
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;183.862
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;124.742
Total Nacional;01 Andalucía;11 Cádiz;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;99.272
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2026M04;108.301
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2026M03;102.785
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2026M02;71.950
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2026M01;71.000
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M12;91.730
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M11;98.095
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M10;116.774
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M09;95.418
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M08;86.686
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M07;80.770
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M06;97.055
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M05;118.799
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M04;121.254
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M03;99.949
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M02;81.372
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;;2025M01;78.080
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2026M04;56.316
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2026M03;61.278
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2026M02;44.027
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2026M01;44.808
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M12;61.547
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M11;60.803
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M10;59.423
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M09;50.856
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M08;52.016
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M07;48.246
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M06;55.263
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M05;62.399
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M04;59.532
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M03;59.604
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M02;54.416
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en España;2025M01;52.793
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2026M04;51.985
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2026M03;41.507
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2026M02;27.924
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2026M01;26.192
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M12;30.183
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M11;37.292
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M10;57.351
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M09;44.562
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M08;34.670
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M07;32.524
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M06;41.791
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M05;56.400
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M04;61.722
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M03;40.345
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M02;26.956
Total Nacional;01 Andalucía;14 Córdoba;Viajero;Total;Residentes en el Extranjero;2025M01;25.287
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2026M04;189.295
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2026M03;176.831
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2026M02;118.431
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2026M01;121.658
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M12;155.107
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M11;164.454
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M10;193.047
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M09;164.230
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M08;156.436
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M07;133.177
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M06;161.811
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M05;212.766
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M04;204.664
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M03;173.070
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M02;137.129
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;;2025M01;132.076
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2026M04;102.322
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2026M03;107.597
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2026M02;71.224
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2026M01;76.845
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M12;106.324
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M11;104.570
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M10;100.091
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M09;87.555
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M08;96.040
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M07;79.200
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M06;93.208
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M05;119.481
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M04;107.534
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M03;106.797
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M02;92.080
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en España;2025M01;90.046
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;86.973
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;69.234
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;47.207
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;44.814
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;48.783
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;59.884
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;92.956
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;76.675
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;60.395
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;53.977
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;68.603
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;93.285
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;97.129
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;66.273
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;45.050
Total Nacional;01 Andalucía;14 Córdoba;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;42.031
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2026M04;282.040
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2026M03;250.623
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2026M02;203.581
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2026M01;200.269
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M12;219.278
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M11;205.815
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M10;269.229
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M09;261.673
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M08;265.970
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M07;240.435
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M06;243.803
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M05;257.371
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M04;262.937
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M03;232.413
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M02;218.378
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;;2025M01;193.901
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2026M04;139.666
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2026M03;143.313
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2026M02;119.017
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2026M01;123.228
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M12;132.221
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M11;114.387
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M10;130.914
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M09;129.012
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M08;160.100
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M07;129.953
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M06;129.378
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M05;120.041
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M04;130.211
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M03;129.365
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M02;139.486
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en España;2025M01;114.419
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2026M04;142.374
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2026M03;107.310
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2026M02;84.564
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2026M01;77.041
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M12;87.057
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M11;91.429
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M10;138.315
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M09;132.661
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M08;105.870
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M07;110.482
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M06;114.425
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M05;137.330
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M04;132.727
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M03;103.049
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M02;78.892
Total Nacional;01 Andalucía;18 Granada;Viajero;Total;Residentes en el Extranjero;2025M01;79.482
Total Nacional;01 Andalucía;18 Granada;Pernoctaciones;Total;;2026M04;577.027
